id,CCP,y_pred,prob_true,prob_false,difference,lime
961311,FALSE,0,0.331,0.669,0.338,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含dot,不包含personal,不包含Tutorial,不包含deprecated,不包含obsole,不包含fork,不包含sample,不包含mirror,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含component,不包含inactive,不包含library,不包含readme_author,不包含readme_cookbook）。》"
2226410,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含personal,不包含obsole,不包含fork,不包含demo,不包含collectionof,不包含deprecated,不包含Tutorial,不包含dot,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含component,不包含readme_usage,不包含app,不包含readme_author,不包含library,不包含readme_install）。》"
2509083,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含fork,不包含personal,不包含unmaintained,不包含mirror,不包含collectionof,不包含Tutorial,不包含obsole,不包含dot,不包含clone），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含readme_author,不包含app,不包含library,不包含readme_install）。》"
896381,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含fork,不包含deprecated,不包含personal,不包含dot,不包含mirror,不包含Tutorial,不包含demo,不包含cookbook,不包含my），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含inactive,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含system,不包含library,不包含readme_author,不包含component）。》"
2512159,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含collectionof,不包含sample,不包含Tutorial,不包含unmaintained,不包含fork,不包含personal,不包含dot,不包含cookbook,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含readme_usage,不包含component,不包含readme_author,不包含readme_contact,不包含app,不包含library）。》"
2512013,TRUE,1,0.67,0.33,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含dot,不包含fork,不包含Tutorial,不包含personal,不包含mirror,不包含obsole,不包含sample,不包含demo,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含system,不包含readme_contact）。》"
2524680,TRUE,1,0.67,0.33,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含dot,不包含sample,不包含deprecated,不包含Tutorial,不包含demo,不包含personal,不包含fork,不包含mirror,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含inactive,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,包含storage,不包含readme_wiki,不包含component）。》"
34937256,TRUE,1,0.67,0.33,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含dot,不包含mirror,不包含personal,不包含demo,不包含Tutorial,不包含sample,不包含example,不包含obsole,不包含deprecated），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含0.00 < is_null,不包含plugin,不包含server,不包含tool,不包含inactive,不包含readme_usage,不包含app,不包含readme_wiki,不包含readme_author）。》"
1161921,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含mirror,不包含unmaintained,不包含sample,不包含dot,不包含personal,不包含collectionof,不包含demo,不包含fork,不包含Tutorial,不包含my），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,包含test,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含readme_wiki,不包含app）。》"
112221,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含mirror,不包含Tutorial,不包含deprecated,不包含personal,不包含dot,不包含obsole,不包含demo,不包含example,不包含fork），其负面解释(也就是预测为非CCP)为（该项目包含test,不包含readme_reportbug,不包含server,不包含plugin,不包含tool,不包含readme_usage,不包含readme_author,不包含library,不包含app,不包含readme_wiki）。》"
2508778,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含collectionof,不包含unmaintained,不包含personal,不包含Tutorial,不包含obsole,不包含fork,不包含demo,不包含mirror,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含abondoned,不包含server,不包含tool,不包含readme_usage,不包含app,不包含readme_wiki,不包含readme_author,不包含library）。》"
2510917,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含collectionof,不包含sample,不包含fork,不包含demo,不包含dot,不包含mirror,不包含personal,不包含Tutorial,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含server,不包含plugin,不包含tool,不包含readme_author,不包含readme_usage,不包含app,不包含readme_wiki,不包含library,不包含readme_install）。》"
2510924,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含deprecated,不包含sample,不包含Tutorial,不包含obsole,不包含personal,不包含dot,不包含demo,不包含collectionof,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含readme_author,不包含app,不包含readme_wiki,不包含system）。》"
2512004,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含obsole,不包含mirror,不包含fork,不包含demo,不包含Tutorial,不包含sample,不包含collectionof,不包含deprecated,不包含example,不包含abondoned），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含readme_usage,不包含tool,不包含library,不包含app,不包含readme_author,不包含readme_wiki）。》"
2512902,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含sample,不包含personal,不包含Tutorial,不包含dot,不包含fork,不包含collectionof,不包含obsole,不包含documentation,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含readme_usage,不包含component,不包含readme_author,不包含app,不包含library,不包含readme_wiki）。》"
2512962,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含Tutorial,不包含dot,不包含deprecated,不包含fork,不包含mirror,不包含demo,不包含personal,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含inactive,不包含server,不包含readme_usage,不包含tool,不包含app,不包含readme_author,不包含system,不包含readme_wiki）。》"
2514761,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含collectionof,不包含sample,不包含dot,不包含deprecated,不包含Tutorial,不包含personal,不包含obsole,不包含demo,不包含documentation），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含app,不包含library,不包含readme_wiki,不包含readme_install）。》"
2514839,TRUE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含dot,不包含sample,不包含fork,不包含personal,不包含Tutorial,不包含mirror,不包含example,不包含demo,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目不包含plugin,不包含server,不包含readme_reportbug,不包含tool,不包含readme_usage,不包含app,不包含library,不包含readme_author,不包含inactive,不包含readme_install）。》"
2514915,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含fork,不包含mirror,不包含obsole,不包含personal,不包含Tutorial,不包含deprecated,不包含demo,不包含collectionof,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含readme_author,不包含app,不包含inactive,不包含library）。》"
8059175,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含fork,不包含sample,不包含obsole,不包含Tutorial,不包含demo,不包含personal,不包含dot,不包含mirror,不包含deprecated），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含readme_unmaintained,不包含readme_usage,不包含tool,不包含readme_author,不包含app,不包含readme_wiki,不包含library）。》"
28302735,FALSE,0,0.33,0.67,0.34,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含Tutorial,不包含collectionof,不包含personal,不包含sample,不包含dot,不包含demo,不包含obsole,不包含fork,不包含unmaintained,不包含deprecated），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含readme_author,不包含readme_wiki,不包含app,不包含library）。》"
263956,TRUE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含deprecated,不包含Tutorial,不包含collectionof,不包含sample,不包含fork,不包含personal,不包含mirror,不包含demo,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含test,不包含plugin,不包含inactive,不包含server,不包含tool,不包含readme_usage,不包含app,不包含component,不包含readme_author）。》"
160337,TRUE,1,0.671,0.329,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含dot,不包含deprecated,不包含personal,不包含demo,不包含mirror,不包含sample,不包含Tutorial,不包含collectionof,不包含documentation），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含readme_author,不包含tool,不包含readme_usage,不包含library,不包含app,不包含system）。》"
1484218,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含collectionof,不包含sample,不包含unmaintained,不包含personal,不包含deprecated,不包含Tutorial,不包含cookbook,不包含mirror,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含inactive,不包含tool,不包含readme_usage,不包含readme_author,不包含component,不包含readme_wiki,不包含app）。》"
1143406,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含Tutorial,不包含dot,不包含personal,不包含collectionof,不包含unmaintained,不包含obsole,不包含sample,不包含deprecated,不包含fork,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含inactive,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含library,不包含readme_author,不包含readme_wiki）。》"
2506591,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含fork,不包含mirror,不包含sample,不包含unmaintained,不包含demo,不包含personal,不包含collectionof,不包含Tutorial,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含readme_usage,不包含tool,不包含app,不包含readme_author,不包含system）。》"
2511092,TRUE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含dot,不包含fork,不包含collectionof,不包含Tutorial,不包含personal,不包含mirror,不包含deprecated,不包含obsole,不包含sample,不包含demo），其负面解释(也就是预测为非CCP)为（该项目包含clone,不包含readme_reportbug,不包含plugin,不包含inactive,不包含component,不包含server,不包含tool,不包含readme_usage,不包含readme_author,不包含system）。》"
3228780,TRUE,1,0.671,0.329,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含collectionof,不包含dot,不包含personal,不包含mirror,不包含Tutorial,不包含obsole,不包含fork,不包含clone,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含component,不包含readme_usage,不包含system,不包含library,不包含app,不包含readme_author）。》"
2507479,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含dot,不包含sample,不包含collectionof,不包含Tutorial,不包含fork,不包含obsole,不包含mirror,不包含personal,不包含documentation,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含test,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含readme_author,不包含component,不包含readme_wiki,不包含app）。》"
2508567,TRUE,1,0.671,0.329,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含mirror,不包含fork,不包含Tutorial,不包含dot,不包含personal,不包含deprecated,不包含demo,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,包含readme_howtouse,不包含server,不包含component,不包含library,不包含app,不包含readme_usage,不包含readme_author,不包含tool）。》"
871507,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含deprecated,不包含sample,不包含personal,不包含mirror,不包含dot,不包含demo,不包含Tutorial,不包含collectionof,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目包含test,不包含readme_reportbug,不包含plugin,不包含server,不包含helper,不包含tool,不包含readme_usage,不包含readme_author,不包含library,不包含app）。》"
2507813,TRUE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含sample,不包含dot,不包含collectionof,不包含mirror,不包含Tutorial,不包含demo,不包含documentation,不包含obsole,不包含deprecated），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含readme_usage,不包含app,不包含readme_author,不包含library,不包含readme_wiki,不包含system）。》"
2510485,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含deprecated,不包含fork,不包含personal,不包含mirror,不包含obsole,不包含dot,不包含Tutorial,不包含example,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含inactive,不包含plugin,不包含tool,不包含component,不包含server,不包含readme_usage,不包含readme_author,不包含library,不包含app）。》"
2506942,TRUE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含fork,不包含dot,不包含demo,不包含Tutorial,不包含personal,不包含unmaintained,不包含mirror,不包含obsole,不包含deprecated），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含server,不包含plugin,不包含tool,不包含readme_usage,不包含component,不包含app,不包含inactive,不包含readme_wiki,不包含library）。》"
2507727,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含dot,不包含personal,不包含mirror,不包含Tutorial,不包含collectionof,不包含demo,不包含sample,不包含deprecated,不包含clone），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含test,不包含inactive,不包含plugin,不包含component,不包含server,不包含tool,不包含system,不包含readme_usage,不包含library）。》"
2511453,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含personal,不包含collectionof,不包含demo,不包含dot,不包含fork,不包含Tutorial,不包含cookbook,不包含deprecated,不包含mirror），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含inactive,不包含server,不包含tool,不包含readme_usage,不包含readme_author,不包含app,不包含system,不包含component）。》"
2511513,TRUE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含dot,不包含personal,不包含sample,不包含collectionof,不包含deprecated,不包含demo,不包含mirror,不包含Tutorial,不包含fork,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含plugin,不包含tool,不包含component,不包含server,不包含library,不包含readme_author,不包含readme_usage,不包含readme_wiki）。》"
2512126,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含deprecated,不包含fork,不包含Tutorial,不包含dot,不包含sample,不包含unmaintained,不包含obsole,不包含mirror,不包含personal），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含component,不包含readme_usage,不包含library,不包含app,不包含readme_author,不包含readme_install）。》"
2513453,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含mirror,不包含sample,不包含unmaintained,不包含dot,不包含collectionof,不包含Tutorial,不包含fork,不包含demo,不包含personal），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含server,不包含plugin,不包含tool,不包含component,不包含readme_usage,不包含library,不包含readme_wiki,不包含readme_author,不包含app）。》"
2514715,FALSE,0,0.329,0.671,0.342,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含unmaintained,不包含deprecated,不包含personal,不包含Tutorial,不包含dot,不包含documentation,不包含collectionof,不包含demo,不包含fork），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含component,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含system,不包含library）。》"
2506611,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含fork,不包含deprecated,不包含dot,不包含collectionof,不包含mirror,不包含demo,不包含personal,不包含Tutorial,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含component,不包含readme_usage,不包含app,不包含library,不包含readme_install）。》"
2152905,TRUE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含personal,不包含sample,不包含obsole,不包含Tutorial,不包含fork,不包含demo,不包含dot,不包含example,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含inactive,不包含plugin,不包含component,不包含server,不包含readme_usage,不包含tool,不包含readme_author,不包含readme_wiki,不包含app）。》"
2512641,FALSE,1,0.672,0.328,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含sample,不包含deprecated,不包含collectionof,不包含Tutorial,不包含personal,不包含dot,不包含demo,不包含obsole,不包含unmaintained），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含inactive,不包含component,不包含tool,不包含server,不包含readme_usage,不包含app,不包含readme_author,不包含library）。》"
2514982,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含obsole,不包含collectionof,不包含sample,不包含personal,不包含documentation,不包含demo,不包含mirror,不包含dot,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含readme_wiki,不包含readme_cookbook）。》"
2506595,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含unmaintained,不包含demo,不包含mirror,不包含dot,不包含Tutorial,不包含fork,不包含personal,不包含deprecated,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含server,不包含plugin,不包含inactive,不包含tool,不包含readme_usage,不包含component,不包含library,不包含system,不包含readme_author）。》"
2510399,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含obsole,不包含collectionof,不包含sample,不包含Tutorial,不包含dot,不包含mirror,不包含personal,不包含fork,不包含unmaintained,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含inactive,不包含component,不包含tool,不包含readme_usage,不包含app,不包含library,不包含readme_cookbook）。》"
88829,TRUE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含obsole,不包含Tutorial,不包含fork,不包含sample,不包含mirror,不包含collectionof,不包含personal,不包含unmaintained,不包含demo,不包含dot），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含app,不包含readme_author,不包含readme_wiki,不包含readme_contact）。》"
10446,TRUE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含collectionof,不包含sample,不包含fork,不包含dot,不包含Tutorial,不包含personal,不包含deprecated,不包含documentation,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含test,不包含plugin,不包含server,不包含component,不包含tool,不包含app,不包含readme_usage,不包含inactive,不包含readme_author）。》"
38165,TRUE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含collectionof,不包含sample,不包含demo,不包含dot,不包含Tutorial,不包含deprecated,不包含personal,不包含mirror,不包含clone），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,包含test,不包含plugin,不包含tool,不包含server,不包含component,不包含readme_usage,不包含app,不包含readme_author,不包含readme_wiki）。》"
1802554,TRUE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含deprecated,不包含personal,不包含mirror,不包含collectionof,不包含Tutorial,不包含dot,不包含demo,不包含example,不包含cookbook），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含readme_author,不包含website,不包含app,不包含readme_wiki）。》"
2406884,TRUE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含mirror,不包含deprecated,不包含personal,不包含dot,不包含collectionof,不包含demo,不包含Tutorial,不包含sample,不包含documentation,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含system,不包含readme_contact,不包含readme_wiki）。》"
2507041,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含Tutorial,不包含mirror,不包含sample,不包含fork,不包含personal,不包含example,不包含dot,不包含obsole,不包含clone），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含component,不包含tool,不包含server,不包含readme_usage,不包含app,不包含library,不包含readme_author,不包含readme_wiki）。》"
2507077,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含fork,不包含personal,不包含sample,不包含Tutorial,不包含obsole,不包含mirror,不包含deprecated,不包含documentation,不包含example），其负面解释(也就是预测为非CCP)为（该项目不包含0.00 < is_null,不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含readme_wiki）。》"
2508458,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含collectionof,不包含fork,不包含dot,不包含obsole,不包含Tutorial,不包含demo,不包含personal,不包含unmaintained,不包含documentation），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含component,不包含library,不包含app,不包含readme_author,不包含system）。》"
14022421,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含collectionof,不包含sample,不包含fork,不包含personal,不包含deprecated,不包含mirror,不包含documentation,不包含dot,不包含Tutorial,不包含demo），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含app,不包含readme_author,不包含library,不包含helper）。》"
25782116,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含dot,不包含sample,不包含Tutorial,不包含demo,不包含personal,不包含deprecated,不包含collectionof,不包含mirror,不包含fork），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含readme_author,不包含system,不包含library,不包含module）。》"
43407583,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含deprecated,不包含collectionof,不包含fork,不包含dot,不包含mirror,不包含personal,不包含Tutorial,不包含demo,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含readme_usage,不包含system,不包含readme_author,不包含component,不包含readme_wiki,不包含app）。》"
46899046,FALSE,0,0.328,0.672,0.344,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含personal,不包含collectionof,不包含unmaintained,不包含deprecated,不包含demo,不包含Tutorial,不包含dot,不包含mirror,不包含cookbook），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含tool,不包含server,不包含inactive,不包含component,不包含readme_usage,不包含readme_wiki,不包含library,不包含readme_author）。》"
1734623,TRUE,0,0.327,0.673,0.346,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含deprecated,不包含collectionof,不包含obsole,不包含sample,不包含dot,不包含mirror,不包含fork,不包含demo,不包含abondoned,不包含personal），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含component,不包含tool,不包含readme_usage,不包含library,不包含app,不包含readme_author,不包含readme_wiki）。》"
2506671,FALSE,0,0.327,0.673,0.346,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含fork,不包含deprecated,不包含collectionof,不包含sample,不包含Tutorial,不包含dot,不包含personal,不包含mirror,不包含documentation,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含server,不包含tool,不包含inactive,不包含readme_usage,不包含readme_author,不包含app,不包含readme_wiki,不包含library）。》"
2228889,TRUE,1,0.673,0.327,0.346,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含sample,不包含obsole,不包含dot,不包含deprecated,不包含fork,不包含personal,不包含demo,不包含collectionof,不包含unmaintained,不包含Tutorial），其负面解释(也就是预测为非CCP)为（该项目不包含readme_reportbug,不包含plugin,不包含inactive,不包含tool,不包含server,不包含readme_usage,不包含readme_author,不包含readme_wiki,不包含app,不包含readme_install）。》"
2506603,FALSE,0,0.327,0.673,0.346,"《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目不包含unmaintained,不包含dot,不包含deprecated,不包含mirror,不包含Tutorial,不包含collectionof,不包含sample,不包含personal,不包含fork,不包含obsole），其负面解释(也就是预测为非CCP)为（该项目不包含inactive,不包含readme_reportbug,不包含plugin,不包含server,不包含readme_usage,不包含tool,不包含readme_author,不包含component,不包含app,不包含library）。》"
